wormadam-plant,11,くさきのミノ,NULL
wormadam-plant,12,草木蓑衣,NULL
cherrim-overcast,1,ネガフォルム,NULL
cherrim-overcast,3,네거폼,NULL
cherrim-overcast,4,陰天形態,NULL
cherrim-overcast,5,Temps Couvert,Ceriflor Couvert
cherrim-overcast,6,Wolkenform,NULL
cherrim-overcast,7,Forma Encapotado,NULL
cherrim-overcast,8,Forma Nuvola,NULL
cherrim-overcast,9,Overcast Form,Overcast Cherrim
cherrim-overcast,11,ネガフォルム,NULL
cherrim-overcast,12,阴天形态,NULL
shellos-west,1,にしのうみ,NULL
shellos-west,3,서쪽바다,NULL
shellos-west,4,西海,NULL
shellos-west,5,Mer Occident,Sancoki Occident
shellos-west,6,Westliches Meer,NULL
shellos-west,7,Mar Oeste,NULL
shellos-west,8,Mare Ovest,NULL
shellos-west,9,West Sea,West Shellos
shellos-west,11,にしのうみ,NULL
shellos-west,12,西海,NULL
gastrodon-west,1,にしのうみ,NULL
gastrodon-west,3,서쪽바다,NULL
gastrodon-west,4,西海,NULL
gastrodon-west,5,Mer Occident,Tritosor Occident
gastrodon-west,6,Westliches Meer,NULL
gastrodon-west,7,Mar Oeste,NULL
gastrodon-west,8,Mare Ovest,NULL
gastrodon-west,9,West Sea,West Gastrodon
gastrodon-west,11,にしのうみ,NULL
gastrodon-west,12,西海,NULL
rotom,1,ロトムのすがた,NULL
rotom,3,로토무의 모습,NULL
rotom,4,洛托姆的樣子,NULL
rotom,5,Forme de Motisma,NULL
rotom,6,Rotom,NULL
rotom,7,Forma de Rotom,NULL
rotom,8,Forma Rotom,NULL
rotom,9,Rotom,NULL
rotom,11,ロトムのすがた,NULL
rotom,12,洛托姆的样子,NULL
giratina-altered,1,アナザーフォルム,NULL
giratina-altered,3,어나더폼,NULL
giratina-altered,4,別種形態,NULL
giratina-altered,5,Forme Alternative,Giratina Alternative
giratina-altered,6,Wandelform,NULL
giratina-altered,7,Forma Modificada,NULL
giratina-altered,8,Forma Alterata,NULL
giratina-altered,9,Altered Forme,Altered Giratina
giratina-altered,11,アナザーフォルム,NULL
giratina-altered,12,别种形态,NULL
shaymin-land,1,ランドフォルム,NULL
shaymin-land,3,랜드폼,NULL
shaymin-land,4,陸上形態,NULL
shaymin-land,5,Forme Terrestre,Shaymin Terrestre
shaymin-land,6,Landform,NULL
shaymin-land,7,Forma Tierra,NULL
shaymin-land,8,Forma Terra,NULL
shaymin-land,9,Land Forme,Land Shaymin
shaymin-land,11,ランドフォルム,NULL
shaymin-land,12,陆上形态,NULL
arceus-normal,1,ノーマルタイプ,NULL
arceus-normal,5,Normal,Arceus Normal
arceus-normal,6,Normal,NULL
arceus-normal,7,Tipo Normal,NULL
arceus-normal,8,Tipo Normale,NULL
arceus-normal,9,Normal Type,Normal Arceus
basculin-red-striped,1,あかすじのすがた,NULL
basculin-red-striped,3,적색근의 모습,NULL
basculin-red-striped,4,紅條紋的樣子,NULL
basculin-red-striped,5,Motif Rouge,Bargantua Rouge
basculin-red-striped,6,Rotlinige Form,NULL
basculin-red-striped,7,Forma Raya Roja,NULL
basculin-red-striped,8,Forma Linearossa,NULL
basculin-red-striped,9,Red-Striped Form,Red-Striped Basculin
basculin-red-striped,11,あかすじのすがた,NULL
basculin-red-striped,12,红条纹的样子,NULL
darmanitan-standard,1,ノーマルモード,NULL
darmanitan-standard,3,노말모드,NULL
darmanitan-standard,4,普通模式,NULL
darmanitan-standard,5,Mode Normal,Darumacho Normal
darmanitan-standard,6,Normalmodus,NULL
darmanitan-standard,7,Modo Normal,NULL
darmanitan-standard,8,Stato Normale,NULL
darmanitan-standard,9,Standard Mode,Standard Darmanitan
darmanitan-standard,11,ノーマルモード,NULL
darmanitan-standard,12,普通模式,NULL
deerling-spring,1,はるのすがた,NULL
deerling-spring,3,봄의 모습,NULL
deerling-spring,5,Forme Printemps,Vivaldaim Printemps
deerling-spring,6,Frühlingsform,NULL
deerling-spring,7,Forma Primavera,NULL
deerling-spring,8,Forma Primavera,NULL
deerling-spring,9,Spring Form,Spring Deerling
sawsbuck-spring,1,はるのすがた,NULL
sawsbuck-spring,3,봄의 모습,NULL
sawsbuck-spring,5,Forme Printemps,Haydaim Printemps
sawsbuck-spring,6,Frühlingsform,NULL
sawsbuck-spring,7,Forma Primavera,NULL
sawsbuck-spring,8,Forma Primavera,NULL
sawsbuck-spring,9,Spring Form,Spring Sawsbuck
tornadus-incarnate,1,けしんフォルム,NULL
tornadus-incarnate,3,화신폼,NULL
tornadus-incarnate,4,化身形態,NULL
tornadus-incarnate,5,Forme Avatar,Boréas Avatar
tornadus-incarnate,6,Inkarnationsform,NULL
tornadus-incarnate,7,Forma Avatar,NULL
tornadus-incarnate,8,Forma Incarnazione,NULL
tornadus-incarnate,9,Incarnate Forme,Incarnate Tornadus
tornadus-incarnate,11,けしんフォルム,NULL
tornadus-incarnate,12,化身形态,NULL
thundurus-incarnate,1,けしんフォルム,NULL
thundurus-incarnate,3,화신폼,NULL
thundurus-incarnate,4,化身形態,NULL
thundurus-incarnate,5,Forme Avatar,Fulguris Avatar
thundurus-incarnate,6,Inkarnationsform,NULL
thundurus-incarnate,7,Forma Avatar,NULL
thundurus-incarnate,8,Forma Incarnazione,NULL
thundurus-incarnate,9,Incarnate Forme,Incarnate Thundurus
thundurus-incarnate,11,けしんフォルム,NULL
thundurus-incarnate,12,化身形态,NULL
landorus-incarnate,1,けしんフォルム,NULL
landorus-incarnate,3,화신폼,NULL
landorus-incarnate,4,化身形態,NULL
landorus-incarnate,5,Forme Avatar,Démétéros Avatar
landorus-incarnate,6,Inkarnationsform,NULL
landorus-incarnate,7,Forma Avatar,NULL
landorus-incarnate,8,Forma Incarnazione,NULL
landorus-incarnate,9,Incarnate Forme,Incarnate Landorus
landorus-incarnate,11,けしんフォルム,NULL
landorus-incarnate,12,化身形态,NULL
kyurem,1,キュレムのすがた,NULL
kyurem,3,큐레무의 모습,NULL
kyurem,4,酋雷姆的樣子,NULL
kyurem,5,Forme de Kyurem,NULL
kyurem,6,Kyurem,NULL
kyurem,7,Forma de Kyurem,NULL
kyurem,8,Forma di Kyurem,NULL
kyurem,9,Kyurem,NULL
kyurem,11,キュレムのすがた,NULL
kyurem,12,酋雷姆的样子,NULL
keldeo-ordinary,1,いつものすがた,NULL
keldeo-ordinary,3,평상시 모습,NULL
keldeo-ordinary,4,平常的樣子,NULL
keldeo-ordinary,5,Aspect Normal,Keldeo Normal
keldeo-ordinary,6,Standardform,NULL
keldeo-ordinary,7,Forma Habitual,NULL
keldeo-ordinary,8,Forma Normale,NULL
keldeo-ordinary,9,Ordinary Form,Ordinary Keldeo
keldeo-ordinary,11,いつものすがた,NULL
keldeo-ordinary,12,平常的样子,NULL
meloetta-aria,1,ボイスフォルム,NULL
meloetta-aria,3,보이스폼,NULL
meloetta-aria,4,歌聲形態,NULL
meloetta-aria,5,Forme Chant,Meloetta Chant
meloetta-aria,6,Gesangsform,NULL
meloetta-aria,7,Forma Lírica,NULL
meloetta-aria,8,Forma Canto,NULL
meloetta-aria,9,Aria Forme,Aria Meloetta
meloetta-aria,11,ボイスフォルム,NULL
meloetta-aria,12,歌声形态,NULL
vivillon-meadow,1,はなぞののもよう,NULL
vivillon-meadow,3,화원의 모양,NULL
vivillon-meadow,5,Motif Floraison,Prismillon Floraison
vivillon-meadow,6,Blumenmeermuster,NULL
vivillon-meadow,7,Motivo Floral,NULL
vivillon-meadow,8,Motivo Giardinfiore,NULL
vivillon-meadow,9,Meadow Pattern,Meadow Vivillon
flabebe-red,1,あかいはな,NULL
flabebe-red,3,빨간 꽃,NULL
flabebe-red,5,Fleur Rouge,Flabébé Rouge
flabebe-red,6,Rotblütler,NULL
flabebe-red,7,Flor Roja,NULL
flabebe-red,8,Fiore Rosso,NULL
flabebe-red,9,Red Flower,Red Flabébé
floette-red,1,あかいはな,NULL
floette-red,3,빨간 꽃,NULL
floette-red,5,Fleur Rouge,Floette Rouge
floette-red,6,Rotblütler,NULL
floette-red,7,Flor Roja,NULL
floette-red,8,Fiore Rosso,NULL
floette-red,9,Red Flower,Red Floette
florges-red,1,あかいはな,NULL
florges-red,3,빨간 꽃,NULL
florges-red,5,Fleur Rouge,Florges Rouge
florges-red,6,Rotblütler,NULL
florges-red,7,Flor Roja,NULL
florges-red,8,Fiore Rosso,NULL
florges-red,9,Red Flower,Red Florges
furfrou-natural,1,やせいのすがた,NULL
furfrou-natural,3,야생의 모습,NULL
furfrou-natural,5,Forme Sauvage,Couafarel Sauvage
furfrou-natural,6,Zottelform,NULL
furfrou-natural,7,Forma Salvaje,NULL
furfrou-natural,8,Forma Selvatica,NULL
furfrou-natural,9,Natural Form,Natural Furfrou
meowstic-male,1,オスのすがた,NULL
meowstic-male,3,수컷의 모습,NULL
meowstic-male,4,雄性的樣子,NULL
meowstic-male,5,Mâle,Mistigrix Mâle
meowstic-male,6,Männlich,NULL
meowstic-male,7,Macho,NULL
meowstic-male,8,Maschio,NULL
meowstic-male,9,Male,Male Meowstic
meowstic-male,11,オスのすがた,NULL
meowstic-male,12,雄性的样子,NULL
aegislash-shield,1,シールドフォルム,NULL
aegislash-shield,3,실드폼,NULL
aegislash-shield,4,盾牌形態,NULL
aegislash-shield,5,Forme Parade,Exagide Parade
aegislash-shield,6,Schildform,NULL
aegislash-shield,7,Forma Escudo,NULL
aegislash-shield,8,Forma Scudo,NULL
aegislash-shield,9,Shield Forme,Shield Aegislash
aegislash-shield,11,シールドフォルム,NULL
aegislash-shield,12,盾牌形态,NULL
pumpkaboo-average,1,ふつうのサイズ,NULL
pumpkaboo-average,3,보통 사이즈,NULL
pumpkaboo-average,4,普通尺寸,NULL
pumpkaboo-average,5,Taille Normale,Pitrouille Normal
pumpkaboo-average,6,Größe M,NULL
pumpkaboo-average,7,Tamaño Normal,NULL
pumpkaboo-average,8,Normale,NULL
pumpkaboo-average,9,Average Size,Average Pumpkaboo
pumpkaboo-average,11,ふつうのサイズ,NULL
pumpkaboo-average,12,普通尺寸,NULL
gourgeist-average,1,ふつうのサイズ,NULL
gourgeist-average,3,보통 사이즈,NULL
gourgeist-average,4,普通尺寸,NULL
gourgeist-average,5,Taille Normale,Banshitrouye Normal
gourgeist-average,6,Größe M,NULL
gourgeist-average,7,Tamaño Normal,NULL
gourgeist-average,8,Normale,NULL
gourgeist-average,9,Average Size,Average Gourgeist
gourgeist-average,11,ふつうのサイズ,NULL
gourgeist-average,12,普通尺寸,NULL
xerneas-active,1,アクティブモード,NULL
xerneas-active,3,액티브모드,NULL
xerneas-active,4,活躍模式,NULL
xerneas-active,5,Mode Déchaîné,Xerneas Déchaîné
xerneas-active,6,Aktiv-Modus,NULL
xerneas-active,7,Modo Activo,NULL
xerneas-active,8,Modo Attivo,NULL
xerneas-active,9,Active Mode,Active Xerneas
xerneas-active,11,アクティブモード,NULL
xerneas-active,12,活跃模式,NULL
zygarde-50,1,５０％フォルム,NULL
zygarde-50,3,50%폼,NULL
zygarde-50,4,５０％形態,NULL
zygarde-50,5,Forme 50 %,NULL
zygarde-50,6,50%-Form,NULL
zygarde-50,7,Forma 50%,NULL
zygarde-50,8,Forma 50%,NULL
zygarde-50,9,50% Forme,NULL
zygarde-50,11,５０％フォルム,NULL
zygarde-50,12,５０％形态,NULL
hoopa,1,いましめられしフーパ,NULL
hoopa,3,굴레에 빠진 후파,NULL
hoopa,4,懲戒胡帕,NULL
hoopa,5,Hoopa Enchaîné,NULL
hoopa,6,Gebanntes Hoopa,NULL
hoopa,7,Hoopa Contenido,NULL
hoopa,8,Hoopa Vincolato,NULL
hoopa,9,Hoopa Confined,Confined Hoopa
hoopa,11,いましめられしフーパ,NULL
hoopa,12,惩戒胡帕,NULL
oricorio-baile,1,めらめらスタイル,NULL
oricorio-baile,3,이글이글스타일,NULL
oricorio-baile,4,熱辣熱辣風格,NULL
oricorio-baile,5,Style Flamenco,NULL
oricorio-baile,6,Flamenco-Stil,NULL
oricorio-baile,7,Estilo Apasionado,NULL
oricorio-baile,8,Stile Flamenco,NULL
oricorio-baile,9,Baile Style,Baile Oricorio
oricorio-baile,11,めらめらスタイル,NULL
oricorio-baile,12,热辣热辣风格,NULL
lycanroc-midday,1,まひるのすがた,NULL
lycanroc-midday,3,한낮의 모습,NULL
lycanroc-midday,4,白晝的樣子,NULL
lycanroc-midday,5,Forme Diurne,NULL
lycanroc-midday,6,Tagform,NULL
lycanroc-midday,7,Forma Diurna,NULL
lycanroc-midday,8,Forma Giorno,NULL
lycanroc-midday,9,Midday Form,Midday Lycanroc
lycanroc-midday,11,まひるのすがた,NULL
lycanroc-midday,12,白昼的样子,NULL
wishiwashi-solo,1,たんどくのすがた,NULL
wishiwashi-solo,3,단독의 모습,NULL
wishiwashi-solo,4,單獨的樣子,NULL
wishiwashi-solo,5,Forme Solitaire,NULL
wishiwashi-solo,6,Einzelform,NULL
wishiwashi-solo,7,Forma Individual,NULL
wishiwashi-solo,8,Forma Individuale,NULL
wishiwashi-solo,9,Solo Form,Solo Wishiwashi
wishiwashi-solo,11,たんどくのすがた,NULL
wishiwashi-solo,12,单独的样子,NULL
silvally-normal,1,タイプ：ノーマル,NULL
silvally-normal,3,타입:노말,NULL
silvally-normal,4,屬性：一般,NULL
silvally-normal,5,Type : Normal,NULL
silvally-normal,6,Typ:Normal,NULL
silvally-normal,7,Tipo: Normal,NULL
silvally-normal,8,Tipo Normale,NULL
silvally-normal,9,Type: Normal,NULL
silvally-normal,11,タイプ：ノーマル,NULL
silvally-normal,12,属性：一般,NULL
minior-red-meteor,1,りゅうせいのすがた,NULL
minior-red-meteor,3,유성의 모습,NULL
minior-red-meteor,4,流星的樣子,NULL
minior-red-meteor,5,Forme Météore,NULL
minior-red-meteor,6,Meteorform,NULL
minior-red-meteor,7,Forma Meteorito,NULL
minior-red-meteor,8,Forma Meteora,NULL
minior-red-meteor,9,Meteor Form,Red Meteor Minior
minior-red-meteor,11,りゅうせいのすがた,NULL
minior-red-meteor,12,流星的样子,NULL
mimikyu-disguised,1,ばけたすがた,NULL
mimikyu-disguised,3,둔갑한 모습,NULL
mimikyu-disguised,4,化形的樣子,NULL
mimikyu-disguised,5,Forme Déguisée,NULL
mimikyu-disguised,6,Verkleidete Form,NULL
mimikyu-disguised,7,Forma Encubierta,NULL
mimikyu-disguised,8,Forma Mascherata,NULL
mimikyu-disguised,9,Disguised Form,Disguised Mimikyu
mimikyu-disguised,11,ばけたすがた,NULL
mimikyu-disguised,12,化形的样子,NULL
toxtricity-amped,1,ハイなすがた,NULL
toxtricity-amped,3,하이한 모습,NULL
toxtricity-amped,4,高調的樣子,NULL
toxtricity-amped,5,Forme Aigüe,NULL
toxtricity-amped,6,Hoch-Form,NULL
toxtricity-amped,7,Forma Aguda,NULL
toxtricity-amped,8,Forma Melodia,NULL
toxtricity-amped,9,Amped Form,Amped Toxtricity
toxtricity-amped,11,ハイなすがた,NULL
toxtricity-amped,12,高调的样子,NULL
sinistea-phony,9,NULL,Phony Sinistea
polteageist-phony,9,NULL,Phony Polteageist
alcremie-vanilla-cream,1,ミルキィバニラ,NULL
alcremie-vanilla-cream,3,밀키바닐라,NULL
alcremie-vanilla-cream,4,奶香香草,NULL
alcremie-vanilla-cream,5,Lait Vanille,NULL
alcremie-vanilla-cream,6,Vanille-Creme,NULL
alcremie-vanilla-cream,7,Crema de Vainilla,NULL
alcremie-vanilla-cream,8,Lattevaniglia,NULL
alcremie-vanilla-cream,9,Vanilla Cream,Vanilla Cream Alcremie
alcremie-vanilla-cream,11,ミルキィバニラ,NULL
alcremie-vanilla-cream,12,奶香香草,NULL
eiscue-ice,1,アイスフェイス,NULL
eiscue-ice,3,아이스페이스,NULL
eiscue-ice,4,結凍頭,NULL
eiscue-ice,5,Tête de Gel,NULL
eiscue-ice,6,Tiefkühlkopf,NULL
eiscue-ice,7,Cara de Hielo,NULL
eiscue-ice,8,Gelofaccia,NULL
eiscue-ice,9,Ice Face,Ice Eiscue
eiscue-ice,11,アイスフェイス,NULL
eiscue-ice,12,结冻头,NULL
indeedee-male,1,オスのすがた,NULL
indeedee-male,3,수컷의 모습,NULL
indeedee-male,4,雄性的樣子,NULL
indeedee-male,5,Mâle,NULL
indeedee-male,6,Männlich,NULL
indeedee-male,7,Macho,NULL
indeedee-male,8,Maschio,NULL
indeedee-male,9,Male,Male Indeedee
indeedee-male,11,オスのすがた,NULL
indeedee-male,12,雄性的样子,NULL
morpeko-full-belly,1,まんぷくもよう,NULL
morpeko-full-belly,3,배부른 모양,NULL
morpeko-full-belly,4,滿腹花紋,NULL
morpeko-full-belly,5,Mode Rassasié,NULL
morpeko-full-belly,6,Pappsattmuster,NULL
morpeko-full-belly,7,Forma Saciada,NULL
morpeko-full-belly,8,Motivo Panciapiena,NULL
morpeko-full-belly,9,Full Belly Mode,Full Belly Morpeko
morpeko-full-belly,11,まんぷくもよう,NULL
morpeko-full-belly,12,满腹花纹,NULL
zacian-hero,1,れきせんのゆうしゃ,NULL
zacian-hero,3,역전의 용사,NULL
zacian-hero,4,百戰勇者,NULL
zacian-hero,5,Héros Aguerri,NULL
zacian-hero,6,Heldenhafter Krieger,NULL
zacian-hero,7,Guerrero Avezado,NULL
zacian-hero,8,Eroe di Mille Lotte,NULL
zacian-hero,9,Hero of Many Battles,Zacian
zacian-hero,11,れきせんのゆうしゃ,NULL
zacian-hero,12,百战勇者,NULL
zamazenta-hero,1,れきせんのゆうしゃ,NULL
zamazenta-hero,3,역전의 용사,NULL
zamazenta-hero,4,百戰勇者,NULL
zamazenta-hero,5,Héros Aguerri,NULL
zamazenta-hero,6,Heldenhafter Krieger,NULL
zamazenta-hero,7,Guerrero Avezado,NULL
zamazenta-hero,8,Eroe di Mille Lotte,NULL
zamazenta-hero,9,Hero of Many Battles,Zamazenta
zamazenta-hero,11,れきせんのゆうしゃ,NULL
zamazenta-hero,12,百战勇者,NULL
urshifu-single-strike,1,いちげきのかた,NULL
urshifu-single-strike,3,일격의 태세,NULL
urshifu-single-strike,4,一擊流,NULL
urshifu-single-strike,5,Style Poing Final,NULL
urshifu-single-strike,6,Fokussierter Stil,NULL
urshifu-single-strike,7,Estilo Brusco,NULL
urshifu-single-strike,8,Stile Singolcolpo,NULL
urshifu-single-strike,9,Single Strike Style,Single Strike Urshifu
urshifu-single-strike,11,いちげきのかた,NULL
urshifu-single-strike,12,一击流,NULL
unown-b,1,Ｂ,NULL
unown-b,3,B,NULL
unown-b,5,B,Zarbi B
unown-b,6,B,NULL
unown-b,7,B,NULL
unown-b,8,B,NULL
unown-b,9,B,Unown B
unown-c,1,Ｃ,NULL
unown-c,3,C,NULL
unown-c,5,C,Zarbi C
unown-c,6,C,NULL
unown-c,7,C,NULL
unown-c,8,C,NULL
unown-c,9,C,Unown C
unown-d,1,Ｄ,NULL
unown-d,3,D,NULL
unown-d,5,D,Zarbi D
unown-d,6,D,NULL
unown-d,7,D,NULL
unown-d,8,D,NULL
unown-d,9,D,Unown D
unown-e,1,Ｅ,NULL
unown-e,3,E,NULL
unown-e,5,E,Zarbi E
unown-e,6,E,NULL
unown-e,7,E,NULL
unown-e,8,E,NULL
unown-e,9,E,Unown E
unown-f,1,Ｆ,NULL
unown-f,3,F,NULL
unown-f,5,F,Zarbi F
unown-f,6,F,NULL
unown-f,7,F,NULL
unown-f,8,F,NULL
unown-f,9,F,Unown F
unown-g,1,Ｇ,NULL
unown-g,3,G,NULL
unown-g,5,G,Zarbi G
unown-g,6,G,NULL
unown-g,7,G,NULL
unown-g,8,G,NULL
unown-g,9,G,Unown G
unown-h,1,Ｈ,NULL
unown-h,3,H,NULL
unown-h,5,H,Zarbi H
unown-h,6,H,NULL
unown-h,7,H,NULL
unown-h,8,H,NULL
unown-h,9,H,Unown H
unown-i,1,Ｉ,NULL
unown-i,3,I,NULL
unown-i,5,I,Zarbi I
unown-i,6,I,NULL
unown-i,7,I,NULL
unown-i,8,I,NULL
unown-i,9,I,Unown I
unown-j,1,Ｊ,NULL
unown-j,3,J,NULL
unown-j,5,J,Zarbi J
unown-j,6,J,NULL
unown-j,7,J,NULL
unown-j,8,J,NULL
unown-j,9,J,Unown J
unown-k,1,Ｋ,NULL
unown-k,3,K,NULL
unown-k,5,K,Zarbi K
unown-k,6,K,NULL
unown-k,7,K,NULL
unown-k,8,K,NULL
unown-k,9,K,Unown K
unown-l,1,Ｌ,NULL
unown-l,3,L,NULL
unown-l,5,L,Zarbi L
unown-l,6,L,NULL
unown-l,7,L,NULL
unown-l,8,L,NULL
unown-l,9,L,Unown L
unown-m,1,Ｍ,NULL
unown-m,3,M,NULL
unown-m,5,M,Zarbi M
unown-m,6,M,NULL
unown-m,7,M,NULL
unown-m,8,M,NULL
unown-m,9,M,Unown M
unown-n,1,Ｎ,NULL
unown-n,3,N,NULL
unown-n,5,N,Zarbi N
unown-n,6,N,NULL
unown-n,7,N,NULL
unown-n,8,N,NULL
unown-n,9,N,Unown N
unown-o,1,Ｏ,NULL
unown-o,3,O,NULL
unown-o,5,O,Zarbi O
unown-o,6,O,NULL
unown-o,7,O,NULL
unown-o,8,O,NULL
unown-o,9,O,Unown O
unown-p,1,Ｐ,NULL
unown-p,3,P,NULL
unown-p,5,P,Zarbi P
unown-p,6,P,NULL
unown-p,7,P,NULL
unown-p,8,P,NULL
unown-p,9,P,Unown P
unown-q,1,Ｑ,NULL
unown-q,3,Q,NULL
unown-q,5,Q,Zarbi Q
unown-q,6,Q,NULL
unown-q,7,Q,NULL
unown-q,8,Q,NULL
unown-q,9,Q,Unown Q
unown-r,1,Ｒ,NULL
unown-r,3,R,NULL
unown-r,5,R,Zarbi R
unown-r,6,R,NULL
unown-r,7,R,NULL
unown-r,8,R,NULL
unown-r,9,R,Unown R
unown-s,1,Ｓ,NULL
unown-s,3,S,NULL
unown-s,5,S,Zarbi S
unown-s,6,S,NULL
unown-s,7,S,NULL
unown-s,8,S,NULL
unown-s,9,S,Unown S
unown-t,1,Ｔ,NULL
unown-t,3,T,NULL
unown-t,5,T,Zarbi T
unown-t,6,T,NULL
unown-t,7,T,NULL
unown-t,8,T,NULL
unown-t,9,T,Unown T
unown-u,1,Ｕ,NULL
unown-u,3,U,NULL
unown-u,5,U,Zarbi U
unown-u,6,U,NULL
unown-u,7,U,NULL
unown-u,8,U,NULL
unown-u,9,U,Unown U
unown-v,1,Ｖ,NULL
unown-v,3,V,NULL
unown-v,5,V,Zarbi V
unown-v,6,V,NULL
unown-v,7,V,NULL
unown-v,8,V,NULL
unown-v,9,V,Unown V
unown-w,1,Ｗ,NULL
unown-w,3,W,NULL
unown-w,5,W,Zarbi W
unown-w,6,W,NULL
unown-w,7,W,NULL
unown-w,8,W,NULL
unown-w,9,W,Unown W
unown-x,1,Ｘ,NULL
unown-x,3,X,NULL
unown-x,5,X,Zarbi X
unown-x,6,X,NULL
unown-x,7,X,NULL
unown-x,8,X,NULL
unown-x,9,X,Unown X
unown-y,1,Ｙ,NULL
unown-y,3,Y,NULL
unown-y,5,Y,Zarbi Y
unown-y,6,Y,NULL
unown-y,7,Y,NULL
unown-y,8,Y,NULL
unown-y,9,Y,Unown Y
unown-z,1,Ｚ,NULL
unown-z,3,Z,NULL
unown-z,5,Z,Zarbi Z
unown-z,6,Z,NULL
unown-z,7,Z,NULL
unown-z,8,Z,NULL
unown-z,9,Z,Unown Z
unown-exclamation,1,!,NULL
unown-exclamation,3,!,NULL
unown-exclamation,5,!,Zarbi !
unown-exclamation,6,!,NULL
unown-exclamation,7,!,NULL
unown-exclamation,8,!,NULL
unown-exclamation,9,!,Unown !
unown-question,1,?,NULL
unown-question,3,?,NULL
unown-question,5,?,Zarbi ?
unown-question,6,?,NULL
unown-question,7,?,NULL
unown-question,8,?,NULL
unown-question,9,?,Unown ?
castform-sunny,1,たいようのすがた,NULL
castform-sunny,3,태양의 모습,NULL
castform-sunny,4,太陽的樣子,NULL
castform-sunny,5,Forme Solaire,Morphéo Solaire
castform-sunny,6,Sonnenform,NULL
castform-sunny,7,Forma Sol,NULL
castform-sunny,8,Forma Sole,NULL
castform-sunny,9,Sunny Form,Sunny Castform
castform-sunny,11,たいようのすがた,NULL
castform-sunny,12,太阳的样子,NULL
castform-rainy,1,あまみずのすがた,NULL
castform-rainy,3,빗방울의 모습,NULL
castform-rainy,4,雨水的樣子,NULL
castform-rainy,5,Forme Eau de Pluie,Morphéo Eau de Pluie
castform-rainy,6,Regenform,NULL
castform-rainy,7,Forma Lluvia,NULL
castform-rainy,8,Forma Pioggia,NULL
castform-rainy,9,Rainy Form,Rainy Castform
castform-rainy,11,あまみずのすがた,NULL
castform-rainy,12,雨水的样子,NULL
castform-snowy,1,ゆきぐものすがた,NULL
castform-snowy,3,설운의 모습,NULL
castform-snowy,4,雪雲的樣子,NULL
castform-snowy,5,Forme Blizzard,Morphéo Blizzard
castform-snowy,6,Schneeform,NULL
castform-snowy,7,Forma Nieve,NULL
castform-snowy,8,Forma Nuvola di Neve,NULL
castform-snowy,9,Snowy Form,Snowy Castform
castform-snowy,11,ゆきぐものすがた,NULL
castform-snowy,12,雪云的样子,NULL
deoxys-attack,1,アタックフォルム,NULL
deoxys-attack,3,어택폼,NULL
deoxys-attack,4,攻擊形態,NULL
deoxys-attack,5,Forme Attaque,Deoxys Attaque
deoxys-attack,6,Angriffsform,NULL
deoxys-attack,7,Forma Ataque,NULL
deoxys-attack,8,Forma Attacco,NULL
deoxys-attack,9,Attack Forme,Attack Deoxys
